,RAW,FREQ,FULL_NAME,ADDRESS,LOC_TYPE,STREET,CITY,STATE,ZIP,COUNTY_SYSTEM,STATUS,
1213,SCENE 1618 E 73,1,,,,,,,,,,
1214,SCENE 1618 S. K,1,,,,,,,,,,
1215,SCENE 1619 S LO,1,,,,,,,,,,
1216,SCENE 1620 N. H,1,,,,,,,,,,
1217,SCENE 16205 LAF,1,,,,,,,,,,
1218,SCENE 1621 N KE,1,,,,,,,,,,
1219,SCENE 1621 W 43,1,,,,,,,,,,
1220,SCENE 16220 MAR,1,,,,,,,,,,
1221,SCENE 16220 SAW,1,,,,,,,,,,
1222,SCENE 1623 E 74,1,,,,,,,,,,
1223,SCENE 16230 CAR,1,,,,,,,,,,
1224,SCENE 1624 N KE,1,,,,,,,,,,
1225,SCENE 1626 N MO,1,,,,,,,,,,
1226,SCENE 1626 S. K,1,,,,,,,,,,
1227,SCENE 1630 W HU,1,,,,,,,,,,
1228,SCENE 1631 N ME,1,,,,,,,,,,
1229,SCENE 1631 W. J,1,,,,,,,,,,
1230,SCENE 1632 W 49,1,,,,,,,,,,
1231,SCENE 1632 W HO,1,,,,,,,,,,
1232,SCENE 1633 THOR,1,,,,,,,,,,
1233,SCENE 1634 NORT,1,,,,,,,,,,
1234,SCENE 1634 S 18,1,,,,,,,,,,
1235,SCENE 1637 W. A,1,,,,,,,,,,
1236,SCENE 1639 N. H,1,,,,,,,,,,
1237,SCENE 1639 WEST,1,,,,,,,,,,
1238,SCENE 1640 W. J,1,,,,,,,,,,
1239,SCENE 16400 S.,1,,,,,,,,,,
1240,SCENE 1641 E 72,1,,,,,,,,,,
1241,SCENE 1641 N BO,1,,,,,,,,,,
1242,SCENE 1641 W 47,1,,,,,,,,,,
1243,SCENE 16418 SCH,1,,,,,,,,,,
1244,SCENE 1644 E. A,1,,,,,,,,,,
1245,SCENE 1644 N. M,1,,,,,,,,,,
1246,SCENE 1645 SOUT,1,,,,,,,,,,
1247,SCENE 1647 W JU,1,,,,,,,,,,
1248,SCENE 1648 N AU,1,,,,,,,,,,
1249,SCENE 1648 N CI,1,,,,,,,,,,
1250,SCENE 1648 N. K,1,,,,,,,,,,
1251,SCENE 1648 S CH,1,,,,,,,,,,
1252,SCENE 1648 W 66,1,,,,,,,,,,
1253,SCENE 1650 S LE,1,,,,,,,,,,
1254,SCENE 1651 N. L,1,,,,,,,,,,
1255,SCENE 1651 S SA,1,,,,,,,,,,
1256,SCENE 1651 W 78,1,,,,,,,,,,
1257,SCENE 1655 WEST,1,,,,,,,,,,
1258,SCENE 1656 N KI,1,,,,,,,,,,
1259,SCENE 1657 W 64,1,,,,,,,,,,
1260,SCENE 1659 WCUL,1,,,,,,,,,,
1261,SCENE 16621 SCH,1,,,,,,,,,,
1262,SCENE 1669 W FA,1,,,,,,,,,,
1263,SCENE 167 N. LA,1,,,,,,,,,,
1264,SCENE 16700 S.,1,,,,,,,,,,
1265,SCENE 16801 EXC,1,,,,,,,,,,
1266,SCENE 169 EAST,1,,,,,,,,,,
1267,SCENE 17 N. LOT,1,,,,,,,,,,
1268,SCENE 1700 N ME,1,,,,,,,,,,
1269,SCENE 1700 SOU,1,,,,,,,,,,
1270,SCENE 1700 W. E,1,,,,,,,,,,
1271,SCENE 17001 S H,1,,,,,,,,,,
1272,SCENE 17002 TOR,1,,,,,,,,,,
1273,SCENE 17003 S H,1,,,,,,,,,,
1274,SCENE 1705 N MA,1,,,,,,,,,,
1275,SCENE 1705 N. L,1,,,,,,,,,,
1276,SCENE 1706 N. H,1,,,,,,,,,,
1277,SCENE 1707 N AR,1,,,,,,,,,,
1278,SCENE 1708 W 58,1,,,,,,,,,,
1279,SCENE 1710  N A,1,,,,,,,,,,
1280,SCENE 1710 W 47,1,,,,,,,,,,
1281,SCENE 1712 W 18,1,,,,,,,,,,
1282,SCENE 1712 W 19,1,,,,,,,,,,
1283,SCENE 1717 N FR,1,,,,,,,,,,
1284,SCENE 1718 S 1S,1,,,,,,,,,,
1285,SCENE 1719 E 87,1,,,,,,,,,,
1286,SCENE 1719 N MA,1,,,,,,,,,,
1287,SCENE 1719 W 51,1,,,,,,,,,,
1288,SCENE 1719 WEST,1,,,,,,,,,,
1289,SCENE 1720 N TR,1,,,,,,,,,,
1290,SCENE 1720 W 14,1,,,,,,,,,,
1291,SCENE 17218 PEA,1,,,,,,,,,,
1292,SCENE 1722 N ST,1,,,,,,,,,,
1293,SCENE 1725 HOWA,1,,,,,,,,,,
1294,SCENE 1727 DUMO,1,,,,,,,,,,
1295,SCENE 1730 N MO,1,,,,,,,,,,
1296,SCENE 1731 GREY,1,,,,,,,,,,
1297,SCENE 1731 N. C,1,,,,,,,,,,
1298,SCENE 1733,1,,,,,,,,,,
1299,SCENE 1733 N. M,1,,,,,,,,,,
1300,SCENE 1735 E. 9,1,,,,,,,,,,
1301,SCENE 1740 EAST,1,,,,,,,,,,
1302,SCENE 1740 N HU,1,,,,,,,,,,
1303,SCENE 1740 W GA,1,,,,,,,,,,
1304,SCENE 1740 W. T,1,,,,,,,,,,
1305,SCENE 17400 S A,1,,,,,,,,,,
1306,SCENE 1741 N MO,1,,,,,,,,,,
1307,SCENE 1743 E. 6,1,,,,,,,,,,
1308,SCENE 1744 LEMO,1,,,,,,,,,,
1309,SCENE 1745 E 69,1,,,,,,,,,,
1310,SCENE 1745 EAST,1,,,,,,,,,,
1311,SCENE 1745 N ME,1,,,,,,,,,,
1312,SCENE 1745 W 45,1,,,,,,,,,,
1313,SCENE 1747 N MO,1,,,,,,,,,,
1314,SCENE 1747 NORT,1,,,,,,,,,,
1315,SCENE 174TH AND,1,,,,,,,,,,
1316,SCENE 1751 W ST,1,,,,,,,,,,
1317,SCENE 1753 N KE,1,,,,,,,,,,
1318,SCENE 1755 E. 5,1,,,,,,,,,,
1319,SCENE 1755 S. W,1,,,,,,,,,,
1320,SCENE 1758 N KI,1,,,,,,,,,,
1321,SCENE 1758 S. W,1,,,,,,,,,,
1322,SCENE 1758 W WO,1,,,,,,,,,,
1323,SCENE 17780 S.,1,,,,,,,,,,
1324,SCENE 178 E. 14,1,,,,,,,,,,
1325,SCENE 18 E. 122,1,,,,,,,,,,
1326,SCENE 1800 CHIP,1,,,,,,,,,,
1327,SCENE 1800 S 10,1,,,,,,,,,,
1328,SCENE 1800 S. M,1,,,,,,,,,,
1329,SCENE 1800 W. 5,1,,,,,,,,,,
1330,SCENE 1801 N. F,1,,,,,,,,,,
1331,SCENE 1801 N. L,1,,,,,,,,,,
1332,SCENE 1801 S CA,1,,,,,,,,,,
1333,SCENE 1801 S UN,1,,,,,,,,,,
1334,SCENE 1801 W 69,1,,,,,,,,,,
1335,SCENE 1801 WEST,1,,,,,,,,,,
1336,SCENE 1802 S CA,1,,,,,,,,,,
1337,SCENE 1803 E 71,1,,,,,,,,,,
1338,SCENE 1803 W 51,1,,,,,,,,,,
1339,SCENE 1810 CHUR,1,,,,,,,,,,
1340,SCENE 1810 W. 6,1,,,,,,,,,,
1341,SCENE 1810 WADA,1,,,,,,,,,,
1342,SCENE 1810 WEST,1,,,,,,,,,,
1343,SCENE 18100 LAW,1,,,,,,,,,,
1344,SCENE 18118 OLY,1,,,,,,,,,,
1345,SCENE 1815 E 71,1,,,,,,,,,,
1346,SCENE 1819 W WA,1,,,,,,,,,,
1347,SCENE 1820 W 85,1,,,,,,,,,,
1348,SCENE 1820 W 87,1,,,,,,,,,,
1349,SCENE 1821 S BA,1,,,,,,,,,,
1350,SCENE 1821 S HA,1,,,,,,,,,,
1351,SCENE 1822 W. 4,1,,,,,,,,,,
1352,SCENE 1824 SOUT,1,,,,,,,,,,
1353,SCENE 1825 N 73,1,,,,,,,,,,
1354,SCENE 1826 S CE,1,,,,,,,,,,
1355,SCENE 1828 N K,1,,,,,,,,,,
1356,SCENE 1828 N KI,1,,,,,,,,,,
1357,SCENE 1830 E 78,1,,,,,,,,,,
1358,SCENE 1830 W KI,1,,,,,,,,,,
1359,SCENE 1832 E 71,1,,,,,,,,,,
1360,SCENE 1832 JUNE,1,,,,,,,,,,
1361,SCENE 1833 S. A,1,,,,,,,,,,
1362,SCENE 1835 N LO,1,,,,,,,,,,
1363,SCENE 1835 W HA,1,,,,,,,,,,
1364,SCENE 1835 W. C,1,,,,,,,,,,
1365,SCENE 1836  KAR,1,,,,,,,,,,
1366,SCENE 1836 W. B,1,,,,,,,,,,
1367,SCENE 1837 W 48,1,,,,,,,,,,
1368,SCENE 1839 E 95,1,,,,,,,,,,
1369,SCENE 1840 S.56,1,,,,,,,,,,
1370,SCENE 1851 W MA,1,,,,,,,,,,
1371,SCENE 1854 S BL,1,,,,,,,,,,
1372,SCENE 1854 S CE,1,,,,,,,,,,
1373,SCENE 1856 S KA,1,,,,,,,,,,
1374,SCENE 1856 W.69,1,,,,,,,,,,
1375,SCENE 1857 S LO,1,,,,,,,,,,
1376,SCENE 1858 W. 8,1,,,,,,,,,,
1377,SCENE 1859 S. L,1,,,,,,,,,,
1378,SCENE 1859 W 21,1,,,,,,,,,,
1379,SCENE 1864 S KI,1,,,,,,,,,,
1380,SCENE 1895 HOWA,1,,,,,,,,,,
1381,SCENE 18TH & HO,1,,,,,,,,,,
1382,SCENE 1900 BLOC,1,,,,,,,,,,
1383,SCENE 1900 N AU,1,,,,,,,,,,
1384,SCENE 1900 S AL,1,,,,,,,,,,
1385,SCENE 1900 SOUT,1,,,,,,,,,,
1386,SCENE 1901 CHUR,1,,,,,,,,,,
1387,SCENE 1904 NORT,1,,,,,,,,,,
1388,SCENE 1909 S LO,1,,,,,,,,,,
1389,SCENE 1911 LECL,1,,,,,,,,,,
1390,SCENE 1913 W 18,1,,,,,,,,,,
1391,SCENE 1916 S TR,1,,,,,,,,,,
1392,SCENE 1917 W GA,1,,,,,,,,,,
1393,SCENE 1920 W 56,1,,,,,,,,,,
1394,SCENE 1920 W OA,1,,,,,,,,,,
1395,SCENE 1923 S AL,1,,,,,,,,,,
1396,SCENE 1925 N DR,1,,,,,,,,,,
1397,SCENE 1926 PRAI,1,,,,,,,,,,
1398,SCENE 1928 S.,1,,,,,,,,,,
1399,SCENE 1930 W NO,1,,,,,,,,,,
1400,SCENE 1931 N. H,1,,,,,,,,,,
1401,SCENE 1931 SOUT,1,,,,,,,,,,
1402,SCENE 1931 W BE,1,,,,,,,,,,
1403,SCENE 1932 E 75,1,,,,,,,,,,
1404,SCENE 1934 SOUT,1,,,,,,,,,,
1405,SCENE 1935 S DR,1,,,,,,,,,,
1406,SCENE 1935 WEST,1,,,,,,,,,,
1407,SCENE 1936 N. T,1,,,,,,,,,,
1408,SCENE 1937 N. L,1,,,,,,,,,,
1409,SCENE 1938 S 51,1,,,,,,,,,,
1410,SCENE 1940 S. K,1,,,,,,,,,,
1411,SCENE 1941 CAMB,1,,,,,,,,,,
1412,SCENE 1945 W. 6,1,,,,,,,,,,
1413,SCENE 1946 BEAC,1,,,,,,,,,,
1414,SCENE 1950 N HA,1,,,,,,,,,,
1415,SCENE 1950 W 14,1,,,,,,,,,,
1416,SCENE 1951 E 95,1,,,,,,,,,,
1417,SCENE 1976 W LA,1,,,,,,,,,,
1418,SCENE 19769 S T,1,,,,,,,,,,
1419,SCENE 198 E. DE,1,,,,,,,,,,
1420,SCENE 19825 ORC,1,,,,,,,,,,
1421,SCENE 19TH ST &,1,,,,,,,,,,
1422,SCENE 20 N.CAMP,1,,,,,,,,,,
1423,SCENE 20 WEST 1,1,,,,,,,,,,
1424,SCENE 200 N LEC,1,,,,,,,,,,
1425,SCENE 2000 S 1S,1,,,,,,,,,,
1426,SCENE 2000 S. 2,1,,,,,,,,,,
1427,SCENE 2004 S KO,1,,,,,,,,,,
1428,SCENE 2006 S 10,1,,,,,,,,,,
1429,SCENE 2007 W. A,1,,,,,,,,,,
1430,SCENE 201 E. 90,1,,,,,,,,,,
1431,SCENE 201 N. PU,1,,,,,,,,,,
1432,SCENE 2013 N. L,1,,,,,,,,,,
1433,SCENE 2015 W MA,1,,,,,,,,,,
1434,SCENE 2016 W 65,1,,,,,,,,,,
1435,SCENE 2020 E 71,1,,,,,,,,,,
1436,SCENE 2022 W 66,1,,,,,,,,,,
1437,SCENE 2024 W 86,1,,,,,,,,,,
1438,SCENE 2025 N.SA,1,,,,,,,,,,
1439,SCENE 203 N LEA,1,,,,,,,,,,
1440,SCENE 2031 EAST,1,,,,,,,,,,
1441,SCENE 2032  W A,1,,,,,,,,,,
1442,SCENE 2032 W DI,1,,,,,,,,,,
1443,SCENE 2034 W 13,1,,,,,,,,,,
1444,SCENE 2036 EAST,1,,,,,,,,,,
1445,SCENE 2039 N. W,1,,,,,,,,,,
1446,SCENE 2039 W 53,1,,,,,,,,,,
1447,SCENE 204 N. DA,1,,,,,,,,,,
1448,SCENE 204 S SAC,1,,,,,,,,,,
1449,SCENE 2040 W 68,1,,,,,,,,,,
1450,SCENE 2041 W BE,1,,,,,,,,,,
1451,SCENE 2041 W. 2,1,,,,,,,,,,
1452,SCENE 2043 W 21,1,,,,,,,,,,
1453,SCENE 2047 N MI,1,,,,,,,,,,
1454,SCENE 205 N. HA,1,,,,,,,,,,
1455,SCENE 2054 E 70,1,,,,,,,,,,
1456,SCENE 2058 SOUT,1,,,,,,,,,,
1457,SCENE 2058 W 69,1,,,,,,,,,,
1458,SCENE 206 N PIN,1,,,,,,,,,,
1459,SCENE 207 W CER,1,,,,,,,,,,
1460,SCENE 208 W 138,1,,,,,,,,,,
1461,SCENE 208 W. 15,1,,,,,,,,,,
1462,SCENE 209 E 55T,1,,,,,,,,,,
1463,SCENE 209 S HAR,1,,,,,,,,,,
1464,SCENE 2090 S CA,1,,,,,,,,,,
1465,SCENE 2099 MANH,1,,,,,,,,,,
1466,SCENE 21 W.151,1,,,,,,,,,,
1467,SCENE 21 W.151S,1,,,,,,,,,,
1468,SCENE 210 S.CAN,1,,,,,,,,,,
1469,SCENE 210 W 105,1,,,,,,,,,,
1470,SCENE 2100 S CA,1,,,,,,,,,,
1471,SCENE 2100 W GL,1,,,,,,,,,,
1472,SCENE 2101 S CA,1,,,,,,,,,,
1473,SCENE 2101 W MA,1,,,,,,,,,,
1474,SCENE 2103 W HO,1,,,,,,,,,,
1475,SCENE 2104 N HA,1,,,,,,,,,,
1476,SCENE 2105 E 71,1,,,,,,,,,,
1477,SCENE 2106 S CH,1,,,,,,,,,,
1478,SCENE 2108 W. L,1,,,,,,,,,,
1479,SCENE 2109 SOUT,1,,,,,,,,,,
1480,SCENE 211 NORTH,1,,,,,,,,,,
1481,SCENE 211 W 93R,1,,,,,,,,,,
1482,SCENE 2111 W. 1,1,,,,,,,,,,
1483,SCENE 2113 W BA,1,,,,,,,,,,
1484,SCENE 2115 S HA,1,,,,,,,,,,
1485,SCENE 2115 W BI,1,,,,,,,,,,
1486,SCENE 2116 N. L,1,,,,,,,,,,
1487,SCENE 2117 EAT,1,,,,,,,,,,
1488,SCENE 2118 W WA,1,,,,,,,,,,
1489,SCENE 2118 W. V,1,,,,,,,,,,
1490,SCENE 2119 S. A,1,,,,,,,,,,
1491,SCENE 2120 N KI,1,,,,,,,,,,
1492,SCENE 2122 W. 1,1,,,,,,,,,,
1493,SCENE 2123 S TR,1,,,,,,,,,,
1494,SCENE 21252 SOU,1,,,,,,,,,,
1495,SCENE 2129 S. W,1,,,,,,,,,,
1496,SCENE 2131 S FA,1,,,,,,,,,,
1497,SCENE 2132 S FA,1,,,,,,,,,,
1498,SCENE 2132 W 45,1,,,,,,,,,,
1499,SCENE 2135 W CH,1,,,,,,,,,,
1500,SCENE 2136 N DO,1,,,,,,,,,,
1501,SCENE 2137 N NA,1,,,,,,,,,,
1502,SCENE 2137 N. L,1,,,,,,,,,,
1503,SCENE 2139 W 53,1,,,,,,,,,,
1504,SCENE 214  22ND,1,,,,,,,,,,
1505,SCENE 214 WEST,1,,,,,,,,,,
1506,SCENE 2140 EAST,1,,,,,,,,,,
1507,SCENE 2144 N. S,1,,,,,,,,,,
1508,SCENE 2144 S DA,1,,,,,,,,,,
1509,SCENE 2145 N PU,1,,,,,,,,,,
1510,SCENE 2148 S IN,1,,,,,,,,,,
1511,SCENE 2148 WEST,1,,,,,,,,,,
1512,SCENE 2149 EAST,1,,,,,,,,,,
1513,SCENE 215 E GAR,1,,,,,,,,,,
1514,SCENE 2150 N CA,1,,,,,,,,,,
1515,SCENE 2150 W 73,1,,,,,,,,,,
1516,SCENE 2151 WEST,1,,,,,,,,,,
1517,SCENE 2155 N. N,1,,,,,,,,,,
1518,SCENE 2163 NORT,1,,,,,,,,,,
1519,SCENE 21641 PET,1,,,,,,,,,,
1520,SCENE 217 W 105,1,,,,,,,,,,
1521,SCENE 2170  N M,1,,,,,,,,,,
1522,SCENE 2170 N MC,1,,,,,,,,,,
1523,SCENE 2171 E 76,1,,,,,,,,,,
1524,SCENE 2171 E 97,1,,,,,,,,,,
1525,SCENE 2174 N. A,1,,,,,,,,,,
1526,SCENE 2179 N. A,1,,,,,,,,,,
1527,SCENE 218 23RD,1,,,,,,,,,,
1528,SCENE 218 E. 70,1,,,,,,,,,,
1529,SCENE 219 N WAL,1,,,,,,,,,,
1530,SCENE 21ST ST A,1,,,,,,,,,,
1531,SCENE 220 LATRO,1,,,,,,,,,,
1532,SCENE 2200 W 68,1,,,,,,,,,,
1533,SCENE 2200 W. M,1,,,,,,,,,,
1534,SCENE 2201 N MO,1,,,,,,,,,,
1535,SCENE 2201 W HU,1,,,,,,,,,,
1536,SCENE 2202 S. S,1,,,,,,,,,,
1537,SCENE 2203 S KO,1,,,,,,,,,,
1538,SCENE 2203 W.21,1,,,,,,,,,,
1539,SCENE 2205 SOUT,1,,,,,,,,,,
1540,SCENE 2205 W 13,1,,,,,,,,,,
1541,SCENE 2209 E67T,1,,,,,,,,,,
1542,SCENE 2209 W. 2,1,,,,,,,,,,
1543,SCENE 2212 N. N,1,,,,,,,,,,
1544,SCENE 2213 W  8,1,,,,,,,,,,
1545,SCENE 2216 E. 7,1,,,,,,,,,,
1546,SCENE 2216 N KE,1,,,,,,,,,,
1547,SCENE 2217 WEST,1,,,,,,,,,,
1548,SCENE 2218 S. L,1,,,,,,,,,,
1549,SCENE 2219 S. M,1,,,,,,,,,,
1550,SCENE 222 W 110,1,,,,,,,,,,
1551,SCENE 2220 WWAR,1,,,,,,,,,,
1552,SCENE 2223 N ME,1,,,,,,,,,,
1553,SCENE 2223 NORT,1,,,,,,,,,,
1554,SCENE 2223 S. M,1,,,,,,,,,,
1555,SCENE 2225 W CH,1,,,,,,,,,,
1556,SCENE 2226 W CE,1,,,,,,,,,,
1557,SCENE 223 E. 14,1,,,,,,,,,,
1558,SCENE 2230 S SP,1,,,,,,,,,,
1559,SCENE 2230 S. S,1,,,,,,,,,,
1560,SCENE 2233 S. S,1,,,,,,,,,,
1561,SCENE 2235 N SA,1,,,,,,,,,,
1562,SCENE 2235 N ST,1,,,,,,,,,,
1563,SCENE 2237 N. L,1,,,,,,,,,,
1564,SCENE 223E 121S,1,,,,,,,,,,
1565,SCENE 2240 S ST,1,,,,,,,,,,
1566,SCENE 2241 E 78,1,,,,,,,,,,
1567,SCENE 2241 S. P,1,,,,,,,,,,
1568,SCENE 2242 W  1,1,,,,,,,,,,
1569,SCENE 2244 N. T,1,,,,,,,,,,
1570,SCENE 2245 S. O,1,,,,,,,,,,
1571,SCENE 2247 N WE,1,,,,,,,,,,
1572,SCENE 2247 RIDG,1,,,,,,,,,,
1573,SCENE 2248 W. C,1,,,,,,,,,,
1574,SCENE 225 EAST,1,,,,,,,,,,
1575,SCENE 2250 N MA,1,,,,,,,,,,
1576,SCENE 2250 S  2,1,,,,,,,,,,
1577,SCENE 2252 W 54,1,,,,,,,,,,
1578,SCENE 226 E 144,1,,,,,,,,,,
1579,SCENE 2260 S BL,1,,,,,,,,,,
1580,SCENE 22660 CIC,1,,,,,,,,,,
1581,SCENE 22660 S C,1,,,,,,,,,,
1582,SCENE 228 N. LA,1,,,,,,,,,,
1583,SCENE 228 W 37T,1,,,,,,,,,,
1584,SCENE 229 E. 68,1,,,,,,,,,,
1585,SCENE 23 S MAYF,1,,,,,,,,,,
1586,SCENE 230 E. 16,1,,,,,,,,,,
1587,SCENE 2300 W GA,1,,,,,,,,,,
1588,SCENE 2301 S HO,1,,,,,,,,,,
1589,SCENE 2301 S WH,1,,,,,,,,,,
1590,SCENE 2303 173R,1,,,,,,,,,,
1591,SCENE 2304 173R,1,,,,,,,,,,
1592,SCENE 2305 N PA,1,,,,,,,,,,
1593,SCENE 2306 S IN,1,,,,,,,,,,
1594,SCENE 2307 61ST,1,,,,,,,,,,
1595,SCENE 2307 N. A,1,,,,,,,,,,
1596,SCENE 2309 E 70,1,,,,,,,,,,
1597,SCENE 2310 W MO,1,,,,,,,,,,
1598,SCENE 2314 E 75,1,,,,,,,,,,
1599,SCENE 2315 W 69,1,,,,,,,,,,
1600,SCENE 2315 W JA,1,,,,,,,,,,
1601,SCENE 2315 W LE,1,,,,,,,,,,
1602,SCENE 2320 EAST,1,,,,,,,,,,
1603,SCENE 2320 SOUT,1,,,,,,,,,,
1604,SCENE 2322 W MO,1,,,,,,,,,,
1605,SCENE 2323 W HU,1,,,,,,,,,,
1606,SCENE 2325 S CO,1,,,,,,,,,,
1607,SCENE 2326 N SP,1,,,,,,,,,,
1608,SCENE 2326 N. T,1,,,,,,,,,,
1609,SCENE 2330 S ST,1,,,,,,,,,,
1610,SCENE 2331 S TH,1,,,,,,,,,,
1611,SCENE 2332 S. M,1,,,,,,,,,,
1612,SCENE 2332 W MO,1,,,,,,,,,,
1613,SCENE 2333 W JA,1,,,,,,,,,,
1614,SCENE 2333 W. J,1,,,,,,,,,,
1615,SCENE 2334 W. V,1,,,,,,,,,,
1616,SCENE 2338 N. L,1,,,,,,,,,,
1617,SCENE 2339 W LA,1,,,,,,,,,,
1618,SCENE 234 N MAP,1,,,,,,,,,,
1619,SCENE 234 S WAB,1,,,,,,,,,,
1620,SCENE 2340 EAST,1,,,,,,,,,,
1621,SCENE 2340 S. S,1,,,,,,,,,,
1622,SCENE 2342 S. L,1,,,,,,,,,,
1623,SCENE 235 N LAT,1,,,,,,,,,,
1624,SCENE 235 N. LO,1,,,,,,,,,,
1625,SCENE 2350 S ST,1,,,,,,,,,,
1626,SCENE 2357 E 79,1,,,,,,,,,,
1627,SCENE 2358 N LA,1,,,,,,,,,,
1628,SCENE 2358 N. L,1,,,,,,,,,,
1629,SCENE 2358 W MA,1,,,,,,,,,,
1630,SCENE 2373 E 70,1,,,,,,,,,,
1631,SCENE 238 S 15T,1,,,,,,,,,,
1632,SCENE 23RD & 19,1,,,,,,,,,,
1633,SCENE 2400 E 11,1,,,,,,,,,,
1634,SCENE 2400 N WA,1,,,,,,,,,,
1635,SCENE 2404 N MA,1,,,,,,,,,,
1636,SCENE 2405 S. D,1,,,,,,,,,,
1637,SCENE 2410 EAST,1,,,,,,,,,,
1638,SCENE 2411 N. M,1,,,,,,,,,,
1639,SCENE 2412 E 75,1,,,,,,,,,,
1640,SCENE 2413 E 79,1,,,,,,,,,,
1641,SCENE 2413 S. H,1,,,,,,,,,,
1642,SCENE 2413 S. R,1,,,,,,,,,,
1643,SCENE 2414 W 35,1,,,,,,,,,,
1644,SCENE 2414 W 70,1,,,,,,,,,,
1645,SCENE 242 WET 1,1,,,,,,,,,,
1646,SCENE 2422 S PU,1,,,,,,,,,,
1647,SCENE 2424 E. 7,1,,,,,,,,,,
1648,SCENE 2425 W RO,1,,,,,,,,,,
1649,SCENE 2427 N KE,1,,,,,,,,,,
1650,SCENE 243 N. AU,1,,,,,,,,,,
1651,SCENE 2431 S. T,1,,,,,,,,,,
1652,SCENE 2434 N LU,1,,,,,,,,,,
1653,SCENE 2439 W71S,1,,,,,,,,,,
1654,SCENE 244 W 106,1,,,,,,,,,,
1655,SCENE 2440 KEDZ,1,,,,,,,,,,
1656,SCENE 2441 S PU,1,,,,,,,,,,
1657,SCENE 2441 W AR,1,,,,,,,,,,
1658,SCENE 2442 N RU,1,,,,,,,,,,
1659,SCENE 2442 W FI,1,,,,,,,,,,
1660,SCENE 2444 W. A,1,,,,,,,,,,
1661,SCENE 2445 E 74,1,,,,,,,,,,
1662,SCENE 2445 W LE,1,,,,,,,,,,
1663,SCENE 2449 E. 8,1,,,,,,,,,,
1664,SCENE 2450 S ST,1,,,,,,,,,,
1665,SCENE 2450 S TR,1,,,,,,,,,,
1666,SCENE 2456 S HA,1,,,,,,,,,,
1667,SCENE 2456 WEST,1,,,,,,,,,,
1668,SCENE 2468 STAT,1,,,,,,,,,,
1669,SCENE 250 W. 37,1,,,,,,,,,,
1670,SCENE 2501 E 97,1,,,,,,,,,,
1671,SCENE 2501 N. D,1,,,,,,,,,,
1672,SCENE 2501 W RO,1,,,,,,,,,,
1673,SCENE 2501 W. R,1,,,,,,,,,,
1674,SCENE 2503 EAST,1,,,,,,,,,,
1675,SCENE 2504 E.,1,,,,,,,,,,
1676,SCENE 2504 E. 7,1,,,,,,,,,,
1677,SCENE 2506 W 70,1,,,,,,,,,,
1678,SCENE 2509 S TR,1,,,,,,,,,,
1679,SCENE 251 W 48T,1,,,,,,,,,,
1680,SCENE 251 W 63R,1,,,,,,,,,,
1681,SCENE 2510 W GL,1,,,,,,,,,,
1682,SCENE 2511 S SP,1,,,,,,,,,,
1683,SCENE 2511 W PO,1,,,,,,,,,,
1684,SCENE 2513 W. L,1,,,,,,,,,,
1685,SCENE 2515   S.,1,,,,,,,,,,
1686,SCENE 2516 BLUE,1,,,,,,,,,,
1687,SCENE 2517 S HA,1,,,,,,,,,,
1688,SCENE 2517 W GE,1,,,,,,,,,,
1689,SCENE 2519 EAST,1,,,,,,,,,,
1690,SCENE 252 W 99T,1,,,,,,,,,,
1691,SCENE 252 W. 99,1,,,,,,,,,,
1692,SCENE 2520 S. W,1,,,,,,,,,,
1693,SCENE 2522 E 10,1,,,,,,,,,,
1694,SCENE 2528 S TR,1,,,,,,,,,,
1695,SCENE 2528 WEST,1,,,,,,,,,,
1696,SCENE 2529 W 79,1,,,,,,,,,,
1697,SCENE 253 W 115,1,,,,,,,,,,
1698,SCENE 2530 W LU,1,,,,,,,,,,
1699,SCENE 2530 W VA,1,,,,,,,,,,
1700,SCENE 2531 S AR,1,,,,,,,,,,
1701,SCENE 2531 S. K,1,,,,,,,,,,
1702,SCENE 2532 N AS,1,,,,,,,,,,
1703,SCENE 2533 S. S,1,,,,,,,,,,
1704,SCENE 2535 W AD,1,,,,,,,,,,
1705,SCENE 2539 S RI,1,,,,,,,,,,
1706,SCENE 2540 N TA,1,,,,,,,,,,
1707,SCENE 2540 N WI,1,,,,,,,,,,
1708,SCENE 2543 S. K,1,,,,,,,,,,
1709,SCENE 2545 S. C,1,,,,,,,,,,
1710,SCENE 2549 PRAI,1,,,,,,,,,,
1711,SCENE 2549 S PR,1,,,,,,,,,,
1712,SCENE 2551 N. B,1,,,,,,,,,,
1713,SCENE 2551 W 63,1,,,,,,,,,,
1714,SCENE 2556 E 79,1,,,,,,,,,,
1715,SCENE 2558 N PU,1,,,,,,,,,,
1716,SCENE 2572 E 71,1,,,,,,,,,,
1717,SCENE 2577 W.,1,,,,,,,,,,
1718,SCENE 258 E.107,1,,,,,,,,,,
1719,SCENE 259 S KIL,1,,,,,,,,,,
1720,SCENE 259 S. WE,1,,,,,,,,,,
1721,SCENE 260 N PUL,1,,,,,,,,,,
1722,SCENE 2600 S. S,1,,,,,,,,,,
1723,SCENE 2600 W 53,1,,,,,,,,,,
1724,SCENE 2600 W. G,1,,,,,,,,,,
1725,SCENE 2600 W. V,1,,,,,,,,,,
1726,SCENE 2601 E 83,1,,,,,,,,,,
1727,SCENE 2601 W. M,1,,,,,,,,,,
